match_id,side,team,stat,value
1267469121,home,Canada,Passes Into Final Third,342
1267469121,home,Canada,Backward Passes,86
1267469121,home,Canada,Goal Kicks,2
1267469121,home,Canada,Interceptions,6
1267469121,home,Canada,Successful Tackles,5
1267469121,home,Canada,Tackles,9
1267469121,home,Canada,Clearances,3
1267469121,home,Canada,Successful Aerial Duels,8
1267469121,home,Canada,Aerial Duels,15
1267469121,home,Canada,Successful Dribbles,6
1267469121,home,Canada,Dribbles,11
1267469121,home,Canada,Shots accuracy,0.31
1267469121,home,Canada,Failed passes,52
1267469121,home,Canada,Possession,0.79
1267469121,home,Canada,Shots on target,10
1267469121,home,Canada,Corners,19
1267469121,home,Canada,Offsides,1
1267469121,home,Canada,Successful passes,515
1267469121,home,Canada,Red cards,0
1267469121,home,Canada,Shots off target,8
1267469121,home,Canada,Blocked shots,14
1267469121,home,Canada,Shots within penalty area,21
1267469121,home,Canada,Total passes,567
1267469121,home,Canada,Goalkeeper saves,0
1267469121,home,Canada,Fouls,9
1267469121,home,Canada,Yellow cards,1
1267469121,home,Canada,Shots outside penalty area,11
1267469121,away,Qatar,Expected Goals,0.22
1267469121,away,Qatar,Big Chances Created,0
1267469121,away,Qatar,Attacks,44
1267469121,away,Qatar,Free Kicks,9
1267469121,away,Qatar,Expected Assists,0.05
1267469121,away,Qatar,Successful Crosses,1
1267469121,away,Qatar,Crosses,3
1267469121,away,Qatar,Passes Own Half,98
1267469121,away,Qatar,Passes Opposition Half,67
1267469121,away,Qatar,Successful Long Passes,17
1267469121,away,Qatar,Long Passes,54
1267469121,away,Qatar,Throw-Ins,9
1267469121,away,Qatar,Key Passes,1
1267469121,away,Qatar,Passes Into Final Third,9
1267469121,away,Qatar,Backward Passes,27
1267469121,away,Qatar,Goal Kicks,13
1267469121,away,Qatar,Interceptions,10
1267469121,away,Qatar,Successful Tackles,10
1267469121,away,Qatar,Tackles,16
1267469121,away,Qatar,Clearances,61
1267469121,away,Qatar,Successful Aerial Duels,7
1267469121,away,Qatar,Aerial Duels,15
1267469121,away,Qatar,Successful Dribbles,2
1267469121,away,Qatar,Dribbles,5
1267469121,away,Qatar,Shots accuracy,0
1267469121,away,Qatar,Failed passes,58
1267469121,away,Qatar,Possession,0.21
1267469121,away,Qatar,Shots on target,0
1267469121,away,Qatar,Corners,1
1267469121,away,Qatar,Offsides,1
1267469121,away,Qatar,Successful passes,104
1267469121,away,Qatar,Red cards,2
1267469121,away,Qatar,Shots off target,1
1267469121,away,Qatar,Blocked shots,1
1267469121,away,Qatar,Shots within penalty area,1
1267469121,away,Qatar,Total passes,162
1267469121,away,Qatar,Goalkeeper saves,4
1267469121,away,Qatar,Fouls,10
1267469121,away,Qatar,Yellow cards,1
1267469121,away,Qatar,Shots outside penalty area,1
1309694039,home,Switzerland,Expected Goals,2.06
1309694039,home,Switzerland,Big Chances Created,4
1309694039,home,Switzerland,Attacks,105
1309694039,home,Switzerland,Free Kicks,17
1309694039,home,Switzerland,Expected Assists,0.88
1309694039,home,Switzerland,Successful Crosses,1
1309694039,home,Switzerland,Crosses,23
1309694039,home,Switzerland,Passes Own Half,242
1309694039,home,Switzerland,Passes Opposition Half,367
1309694039,home,Switzerland,Successful Long Passes,25
1309694039,home,Switzerland,Long Passes,50
1309694039,home,Switzerland,Throw-Ins,21
1309694039,home,Switzerland,Key Passes,10
1309694039,home,Switzerland,Passes Into Final Third,131
1309694039,home,Switzerland,Backward Passes,89
1309694039,home,Switzerland,Goal Kicks,3
1309694039,home,Switzerland,Interceptions,5
1309694039,home,Switzerland,Successful Tackles,13
1309694039,home,Switzerland,Tackles,19
1309694039,home,Switzerland,Clearances,17
1309694039,home,Switzerland,Successful Aerial Duels,10
1309694039,home,Switzerland,Aerial Duels,22
1309694039,home,Switzerland,Successful Dribbles,6
1309694039,home,Switzerland,Dribbles,12
1309694039,home,Switzerland,Shots accuracy,0.54
1309694039,home,Switzerland,Failed passes,70
1309694039,home,Switzerland,Possession,0.62
1309694039,home,Switzerland,Shots on target,7
1309694039,home,Switzerland,Corners,7
1309694039,home,Switzerland,Offsides,3
1309694039,home,Switzerland,Successful passes,516
1309694039,home,Switzerland,Red cards,0
1309694039,home,Switzerland,Shots off target,3
1309694039,home,Switzerland,Blocked shots,3
1309694039,home,Switzerland,Shots within penalty area,9
1309694039,home,Switzerland,Total passes,586
1309694039,home,Switzerland,Goalkeeper saves,2
1309694039,home,Switzerland,Fouls,7
1309694039,home,Switzerland,Yellow cards,1
1309694039,home,Switzerland,Shots outside penalty area,4
1309694039,away,Bosnia & Herzegovina,Expected Goals,0.23
1309694039,away,Bosnia & Herzegovina,Big Chances Created,0
1309694039,away,Bosnia & Herzegovina,Attacks,58
1309694039,away,Bosnia & Herzegovina,Free Kicks,7
1309694039,away,Bosnia & Herzegovina,Expected Assists,0.31
1309694039,away,Bosnia & Herzegovina,Successful Crosses,0
1309694039,away,Bosnia & Herzegovina,Crosses,12
1309694039,away,Bosnia & Herzegovina,Passes Own Half,207
1309694039,away,Bosnia & Herzegovina,Passes Opposition Half,159
1309694039,away,Bosnia & Herzegovina,Successful Long Passes,13
1309694039,away,Bosnia & Herzegovina,Long Passes,48
1309694039,away,Bosnia & Herzegovina,Throw-Ins,8
1309694039,away,Bosnia & Herzegovina,Key Passes,3
1309694039,away,Bosnia & Herzegovina,Passes Into Final Third,42
1309694039,away,Bosnia & Herzegovina,Backward Passes,52
1309694039,away,Bosnia & Herzegovina,Goal Kicks,8
1309694039,away,Bosnia & Herzegovina,Interceptions,11
1309694039,away,Bosnia & Herzegovina,Successful Tackles,3
1309694039,away,Bosnia & Herzegovina,Tackles,13
1309694039,away,Bosnia & Herzegovina,Clearances,36
1309694039,away,Bosnia & Herzegovina,Successful Aerial Duels,12
1309694039,away,Bosnia & Herzegovina,Aerial Duels,22
1309694039,away,Bosnia & Herzegovina,Successful Dribbles,6
1309694039,away,Bosnia & Herzegovina,Dribbles,12
1309694039,away,Bosnia & Herzegovina,Shots accuracy,0.6
1309694039,away,Bosnia & Herzegovina,Failed passes,67
1309694039,away,Bosnia & Herzegovina,Possession,0.38
1309694039,away,Bosnia & Herzegovina,Shots on target,3
1309694039,away,Bosnia & Herzegovina,Corners,3
1309694039,away,Bosnia & Herzegovina,Offsides,1
1309694039,away,Bosnia & Herzegovina,Successful passes,287
1309694039,away,Bosnia & Herzegovina,Red cards,1
1309694039,away,Bosnia & Herzegovina,Shots off target,1
1309694039,away,Bosnia & Herzegovina,Blocked shots,1
1309694039,away,Bosnia & Herzegovina,Shots within penalty area,3
1309694039,away,Bosnia & Herzegovina,Total passes,354
1309694039,away,Bosnia & Herzegovina,Goalkeeper saves,3
1309694039,away,Bosnia & Herzegovina,Fouls,18
1309694039,away,Bosnia & Herzegovina,Yellow cards,2
1309694039,away,Bosnia & Herzegovina,Shots outside penalty area,2
1309693188,home,Czech Republic,Expected Goals,1.02
1309693188,home,Czech Republic,Big Chances Created,3
1309693188,home,Czech Republic,Attacks,70
1309693188,home,Czech Republic,Free Kicks,10
1309693188,home,Czech Republic,Expected Assists,0.95
1309693188,home,Czech Republic,Successful Crosses,7
1309693188,home,Czech Republic,Crosses,16
1309693188,home,Czech Republic,Passes Own Half,198
1309693188,home,Czech Republic,Passes Opposition Half,159
1309693188,home,Czech Republic,Successful Long Passes,22
1309693188,home,Czech Republic,Long Passes,45
1309693188,home,Czech Republic,Throw-Ins,16
1309693188,home,Czech Republic,Key Passes,11
1309693188,home,Czech Republic,Passes Into Final Third,40
1309693188,home,Czech Republic,Backward Passes,48
1309693188,home,Czech Republic,Goal Kicks,8
1309693188,home,Czech Republic,Interceptions,9
1309693188,home,Czech Republic,Successful Tackles,4
1309693188,home,Czech Republic,Tackles,12
1309693188,home,Czech Republic,Clearances,22
1309693188,home,Czech Republic,Successful Aerial Duels,13
1309693188,home,Czech Republic,Aerial Duels,22
1309693188,home,Czech Republic,Successful Dribbles,10
1309693188,home,Czech Republic,Dribbles,14
1309693188,home,Czech Republic,Shots accuracy,0.21
1309693188,home,Czech Republic,Failed passes,69
1309693188,home,Czech Republic,Possession,0.38
1309693188,home,Czech Republic,Shots on target,3
1309693188,home,Czech Republic,Corners,5
1309693188,home,Czech Republic,Offsides,2
1309693188,home,Czech Republic,Successful passes,272
1309693188,home,Czech Republic,Red cards,0
1309693188,home,Czech Republic,Shots off target,8
1309693188,home,Czech Republic,Blocked shots,3
1309693188,home,Czech Republic,Shots within penalty area,11
1309693188,home,Czech Republic,Total passes,341
1309693188,home,Czech Republic,Goalkeeper saves,3
1309693188,home,Czech Republic,Fouls,12
1309693188,home,Czech Republic,Yellow cards,1
1309693188,home,Czech Republic,Shots outside penalty area,3
1309693188,away,South Africa,Expected Goals,1.38
1309693188,away,South Africa,Big Chances Created,1
1309693188,away,South Africa,Attacks,113
1309693188,away,South Africa,Free Kicks,10
1309693188,away,South Africa,Expected Assists,0.95
1309693188,away,South Africa,Successful Crosses,4
1309693188,away,South Africa,Crosses,17
1309693188,away,South Africa,Passes Own Half,278
1309693188,away,South Africa,Passes Opposition Half,302
1309693188,away,South Africa,Successful Long Passes,30
1309693188,away,South Africa,Long Passes,58
1309693188,away,South Africa,Throw-Ins,15
1309693188,away,South Africa,Key Passes,11
1309693188,away,South Africa,Passes Into Final Third,101
1309693188,away,South Africa,Backward Passes,100
1309693188,away,South Africa,Goal Kicks,10
1309693188,away,South Africa,Interceptions,9
1309693188,away,South Africa,Successful Tackles,11
1309693188,away,South Africa,Tackles,20
1309693188,away,South Africa,Clearances,24
1309693188,away,South Africa,Successful Aerial Duels,9
1309693188,away,South Africa,Aerial Duels,22
1309693188,away,South Africa,Successful Dribbles,8
1309693188,away,South Africa,Dribbles,13
1309693188,away,South Africa,Shots accuracy,0.24
1309693188,away,South Africa,Failed passes,55
1309693188,away,South Africa,Possession,0.62
1309693188,away,South Africa,Shots on target,4
1309693188,away,South Africa,Corners,5
1309693188,away,South Africa,Offsides,3
1309693188,away,South Africa,Successful passes,508
1309693188,away,South Africa,Red cards,0
1309693188,away,South Africa,Shots off target,5
1309693188,away,South Africa,Blocked shots,8
1309693188,away,South Africa,Shots within penalty area,6
1309693188,away,South Africa,Total passes,563
1309693188,away,South Africa,Goalkeeper saves,2
1309693188,away,South Africa,Fouls,10
1309693188,away,South Africa,Yellow cards,2
1309693188,away,South Africa,Shots outside penalty area,11
1267468270,home,Uzbekistan,Expected Goals,1.16
1267468270,home,Uzbekistan,Big Chances Created,1
1267468270,home,Uzbekistan,Attacks,65
1267468270,home,Uzbekistan,Free Kicks,10
1267468270,home,Uzbekistan,Expected Assists,0.15
1267468270,home,Uzbekistan,Successful Crosses,3
1267468270,home,Uzbekistan,Crosses,13
1267468270,home,Uzbekistan,Passes Own Half,162
1267468270,home,Uzbekistan,Passes Opposition Half,170
1267468270,home,Uzbekistan,Successful Long Passes,17
1267468270,home,Uzbekistan,Long Passes,53
1267468270,home,Uzbekistan,Throw-Ins,24
1267468270,home,Uzbekistan,Key Passes,5
1267468270,home,Uzbekistan,Passes Into Final Third,47
1267468270,home,Uzbekistan,Backward Passes,45
1267468270,home,Uzbekistan,Goal Kicks,10
1267468270,home,Uzbekistan,Interceptions,7
1267468270,home,Uzbekistan,Successful Tackles,7
1267468270,home,Uzbekistan,Tackles,10
1267468270,home,Uzbekistan,Clearances,24
1267468270,home,Uzbekistan,Successful Aerial Duels,10
1267468270,home,Uzbekistan,Aerial Duels,18
1267468270,home,Uzbekistan,Successful Dribbles,5
1267468270,home,Uzbekistan,Dribbles,10
1267468270,home,Uzbekistan,Shots accuracy,0.25
1267468270,home,Uzbekistan,Failed passes,76
1267468270,home,Uzbekistan,Possession,0.39
1267468270,home,Uzbekistan,Shots on target,2
1267468270,home,Uzbekistan,Corners,3
1267468270,home,Uzbekistan,Offsides,0
1267468270,home,Uzbekistan,Successful passes,243
1267468270,home,Uzbekistan,Red cards,0
1267468270,home,Uzbekistan,Shots off target,4
1267468270,home,Uzbekistan,Blocked shots,2
1267468270,home,Uzbekistan,Shots within penalty area,4
1267468270,home,Uzbekistan,Total passes,319
1267468270,home,Uzbekistan,Goalkeeper saves,1
1267468270,home,Uzbekistan,Fouls,14
1267468270,home,Uzbekistan,Yellow cards,1
1267468270,home,Uzbekistan,Shots outside penalty area,4
1267468270,away,Colombia,Expected Goals,1.61
1267468270,away,Colombia,Big Chances Created,4
1267468270,away,Colombia,Attacks,104
1267468270,away,Colombia,Free Kicks,13
1267468270,away,Colombia,Expected Assists,1.46
1267468270,away,Colombia,Successful Crosses,6
1267468270,away,Colombia,Crosses,16
1267468270,away,Colombia,Passes Own Half,219
1267468270,away,Colombia,Passes Opposition Half,316
1267468270,away,Colombia,Successful Long Passes,17
1267468270,away,Colombia,Long Passes,48
1267468270,away,Colombia,Throw-Ins,26
1267468270,away,Colombia,Key Passes,11
1267468270,away,Colombia,Passes Into Final Third,89
1267468270,away,Colombia,Backward Passes,66
1267468270,away,Colombia,Goal Kicks,8
1267468270,away,Colombia,Interceptions,6
1267468270,away,Colombia,Successful Tackles,3
1267468270,away,Colombia,Tackles,10
1267468270,away,Colombia,Clearances,20
1267468270,away,Colombia,Successful Aerial Duels,8
1267468270,away,Colombia,Aerial Duels,18
1267468270,away,Colombia,Successful Dribbles,5
1267468270,away,Colombia,Dribbles,12
1267468270,away,Colombia,Shots accuracy,0.27
1267468270,away,Colombia,Failed passes,75
1267468270,away,Colombia,Possession,0.61
1267468270,away,Colombia,Shots on target,4
1267468270,away,Colombia,Corners,4
1267468270,away,Colombia,Offsides,3
1267468270,away,Colombia,Successful passes,444
1267468270,away,Colombia,Red cards,0
1267468270,away,Colombia,Shots off target,7
1267468270,away,Colombia,Blocked shots,4
1267468270,away,Colombia,Shots within penalty area,10
1267468270,away,Colombia,Total passes,519
1267468270,away,Colombia,Goalkeeper saves,1
1267468270,away,Colombia,Fouls,11
1267468270,away,Colombia,Yellow cards,1
1267468270,away,Colombia,Shots outside penalty area,5
1267467419,home,Ghana,Expected Goals,1.25
1267467419,home,Ghana,Big Chances Created,1
1267467419,home,Ghana,Attacks,92
1267467419,home,Ghana,Free Kicks,11
1267467419,home,Ghana,Expected Assists,0.45
1267467419,home,Ghana,Successful Crosses,4
1267467419,home,Ghana,Crosses,16
1267467419,home,Ghana,Passes Own Half,165
1267467419,home,Ghana,Passes Opposition Half,203
1267467419,home,Ghana,Successful Long Passes,30
1267467419,home,Ghana,Long Passes,52
1267467419,home,Ghana,Throw-Ins,21
1267467419,home,Ghana,Key Passes,5
1267467419,home,Ghana,Passes Into Final Third,55
1267467419,home,Ghana,Backward Passes,36
1267467419,home,Ghana,Goal Kicks,10
1267467419,home,Ghana,Interceptions,8
1267467419,home,Ghana,Successful Tackles,9
1267467419,home,Ghana,Tackles,16
1267467419,home,Ghana,Clearances,28
1267467419,home,Ghana,Successful Aerial Duels,21
1267467419,home,Ghana,Aerial Duels,34
1267467419,home,Ghana,Successful Dribbles,9
1267467419,home,Ghana,Dribbles,24
1267467419,home,Ghana,Shots accuracy,0.29
1267467419,home,Ghana,Failed passes,60
1267467419,home,Ghana,Possession,0.38
1267467419,home,Ghana,Shots on target,2
1267467419,home,Ghana,Corners,2
1267467419,home,Ghana,Offsides,4
1267467419,home,Ghana,Successful passes,292
1267467419,home,Ghana,Red cards,0
1267467419,home,Ghana,Shots off target,4
1267467419,home,Ghana,Blocked shots,1
1267467419,home,Ghana,Shots within penalty area,6
1267467419,home,Ghana,Total passes,352
1267467419,home,Ghana,Goalkeeper saves,4
1267467419,home,Ghana,Fouls,9
1267467419,home,Ghana,Yellow cards,1
1267467419,home,Ghana,Shots outside penalty area,1
1267467419,away,Panama,Expected Goals,0.73
1267467419,away,Panama,Big Chances Created,2
1267467419,away,Panama,Attacks,115
1267467419,away,Panama,Free Kicks,9
1267467419,away,Panama,Expected Assists,0.87
1267467419,away,Panama,Successful Crosses,4
1267467419,away,Panama,Crosses,21
1267467419,away,Panama,Passes Own Half,351
1267467419,away,Panama,Passes Opposition Half,253
1267467419,away,Panama,Successful Long Passes,34
1267467419,away,Panama,Long Passes,70
1267467419,away,Panama,Throw-Ins,23
1267467419,away,Panama,Key Passes,8
1267467419,away,Panama,Passes Into Final Third,78
1267467419,away,Panama,Backward Passes,71
1267467419,away,Panama,Goal Kicks,9
1267467419,away,Panama,Interceptions,5
1267467419,away,Panama,Successful Tackles,11
1267467419,away,Panama,Tackles,29
